Sr. No.,State,Work,Work ID,IDA,Hon'ble Members of Parliament,Constituency,Expenditure Date,Vendor Name,Payment Status,Fund Disbursed Amount ( ₹ )
21518,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/169965,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21519,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/169964,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21520,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/169953,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21521,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/169952,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21522,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/169951,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21523,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/169950,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21524,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/169949,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21525,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170774,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21526,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170866,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21527,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/169998,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,06-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21528,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/169997,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,06-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21529,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/169996,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,06-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21530,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/169994,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,06-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21531,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/169995,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,06-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21532,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170668,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,06-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21533,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170665,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,06-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21534,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170669,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,06-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21535,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170667,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,06-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21536,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170679,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,06-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21537,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170674,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,06-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21538,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170678,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,06-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21539,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170673,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,06-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21540,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170672,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,06-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21541,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170676,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,06-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21542,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/212899,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,08-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21543,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/212971,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,08-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21544,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170532,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,08-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21545,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170469,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,08-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21546,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170144,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,08-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21547,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170137,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,08-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21548,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170134,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,08-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21549,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170694,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,08-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21550,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170528,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,04-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21551,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170530,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,04-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21552,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170531,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,04-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21553,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170533,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,04-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21554,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170534,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,04-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21555,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170113,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21556,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170119,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21557,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170120,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21558,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170121,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21559,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170122,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21560,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170124,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21561,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170127,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21562,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170056,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21563,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170057,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21564,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170068,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21565,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170112,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21566,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170128,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21567,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170055,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21568,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170111,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21569,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170075,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21570,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170076,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21571,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170077,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21572,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170069,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21573,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170073,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21574,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170074,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21575,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170027,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21576,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170028,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21577,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170030,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21578,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170032,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21579,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170080,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21580,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170078,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21581,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170009,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21582,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170034,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21583,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170007,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21584,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170017,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21585,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170033,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21586,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170011,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21587,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170015,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21588,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170024,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21589,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170025,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21590,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170018,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21591,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170019,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21592,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170020,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21593,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170772,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21594,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170771,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21595,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170734,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21596,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170708,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21597,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170002,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21598,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170001,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21599,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170026,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21600,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170000,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21601,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170712,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21602,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170003,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21603,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170713,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21604,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170711,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21605,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170705,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21606,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170709,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21607,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170715,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21608,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170716,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21609,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170719,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21610,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170717,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21611,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170718,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,05-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21612,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170054,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,08-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21613,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170049,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,08-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21614,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170117,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,08-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21615,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170118,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,08-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21616,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170008,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,08-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21617,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170050,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,08-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21618,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170051,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,08-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21619,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170053,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,08-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21620,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170006,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,08-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21621,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/169999,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,08-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21622,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170021,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,08-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21623,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170115,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,08-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21624,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170114,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,08-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21625,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170052,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,08-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21626,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170072,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,08-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
21627,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/170036,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,08-Dec-25,Advent Infomax Pvt Ltd,Payment Success,19989
